,tweet_id,tweet_text,class_label,event,source
1084,913392435639848960,You’ve got my business @RoyalCaribbean -kudos for putting aside the $ for providing humanitarian aid,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
582,911965481057255424,"RT @suleikajaouad: If youre looking to donate to relief efforts in Puerto Rico, heres a good list of local charities:",rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
495,914729623258226693,Lets remember all the people who lost there lives doing hurricane Maria/Harvey/Irma and send our thoughts &amp; prayers . The hell w/Trump,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_dev
714,911611210868707329,RT @markbrantley3: Dominicans stand on the front lines of a war they did not start PM Roosevelt Skerritt speaking at #UNGA on destruction,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
260,913763504682811392,"@ResistPres @CNN @KTLA Right now, only 20%of their truck drivers have reported back to work after Hurricane Maria. Some have lost their homes and their trucks.”",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
498,911632861375148033,Whole Towns Have Been Wiped Out Hurricane Maria Devastates Dominica; Death Toll Climbs To 15,injured_or_dead_people,hurricane_maria_2017,hurricane_maria_2017_test
255,910620994339041285,"Maria Destroys Homes, Knocks Out Power in PR - The strongest hurricane to hit Puerto Rico in over 80 years dest",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
1286,914199480374763521,Hispanic Federation: Unidos: A Hurricane Relief Fund for Hurricane Maria Victims in Puerto Rico,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
195,913904249335054336,Interesting way of looking at the economic impacts of #Maria. Exact wind speeds obviously in some question but the lasting damage is not,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
842,912402149686022145,Help those impacted by #HurricaneMaria by donating critically needed supplies at various locations in 5 boroughs,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
1345,914137831274090496,Donations are pouring in at St. Susanna School in Mason. #CincinnatiforPR is collecting donations until noon for victims of Hurricane Maria.,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
505,910548233847324672,ὤFὤFὤF praying for these Americans,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_dev
1209,913053124277018624,RT @NatGeo: The Arecibo Observatory in Puerto Rico has come through Hurricane Maria mostly intact—but with crucial damage,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
522,914853449023533058,"RT @thetrudz: Given the magnitude of the destruction, many parts of #Dominica no longer exist.”",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
1409,912294476172943361,"Puerto Rico’s mayors tell of ruined homes and infrastructure, as full toll of Maria emerges  via @WSJ",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
610,913034074683531271,"Amid Relentless Hurricanes, Puerto Rican Art Spaces Report Dire Damage | artnet News",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
702,913476911422111746,"Looking for ways to help those impacted by Hurricane Maria, Irma, Harvey? Weve put together a webpage where you can find donation websites as well as free resources for educators.",rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
1346,913207331076239360,RT @jennigofficial: #PuertoRico victims receive help from Pitbull and Mark Cuban!,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
554,913231897332822016,RT @atownsquare: Watch on #Periscope: Puerto Rico ἟5἟7 Need your prayer and help. #HurricaneMaria #HelpNeeded,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_test
8,910561879470116864,Buildings Torn Apart in San Juan by Maria From The Weather Channel iPhone App #HurricaneMaria,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
89,914464355042906112,"Good morning. Happy Sunday to you. Still praying for the people affected by Hurricane Maria, Irma, and Harvey.",sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_test
416,914882967402631169,"@Liquid_Memory FEMA Dir 15 min interview discussing challenges (no fuel, power, 1000’s roads damaged) made no mention of strike.",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
455,914955585812156416,"Were partnering with @CityHarvest to help the people of Puerto Rico, making @CentralQueens an official site for food to be dropped off and delivered to PR. Well be collecting until Tuesday, October 10. Heres what we need: #HurricaneMaria",rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
33,912997706783698945,National network @FeedingAmerica is coordinating food efforts for PR with the local food bank,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
328,910581913609482240,Our love and prayers go out to the wonderful people of this beautiful island. They will need our support after,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_test
824,912326944804491269,Chief of police in Dominica says death toll has risen to 27 from Hurricane Marias strike on Caribbean island. (AP)via CGTNOfficial,injured_or_dead_people,hurricane_maria_2017,hurricane_maria_2017_test
788,914996144723263488,"RT @CanoMartinPena: Help @CanoMartinPena recover from #HurricaneMaria, towns devastated. #PuertoRicoRelief  /",rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
533,914147487027474432,ὐA: P-8A crewmember explains aircrafts capabilities during Hurricane #Maria damage assessment above St. Croix. ℹ️:,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
1262,912976810828234752,RT @PuertoRicoPUR: Please help us!,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_test
479,914492616976355328,By the numbersthough the death toll is expected to be higher,injured_or_dead_people,hurricane_maria_2017,hurricane_maria_2017_test
304,913177990074429441,"RT @HoustonChron: Pitbull, Mark Cuban offer their private planes for Puerto Rico victims affected by Hurricane Maria",rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_dev
136,913491265316167680,Heres where you can drop off donations for the victims of Hurricane Maria,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
615,912415082524626952,"Extreme damage between #Naranjito and #Barranquitas, #PuertoRico. This was mostly shot along Hwy 152 #HurricaneMaria",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
230,913437005882679296,"Hurricane Maria requires unique response; covers ENTIRE territory, compounded damage of first storm. HUGE logistical/distribution challenge.",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
1335,911589585511239680,RT @QNS: These Queens firehouses will accept donations for victims of Hurricane Maria,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
427,912413976079855617,Thousands and thousands of donated items being sorted at Mana warehouse in #Wynwood for #HurricaneMaria victims in Puerto Rico @nbc6,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
838,911663133198049280,@weathernetwork the power of a major storm like #HurricaneMaria is amazing. Seeing damage that bad is sobering.,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
1080,911701112696266753,RT @IndivisibleSC04: Prayers lifted to all affected! To donate to #PuertoRico:,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_test
299,913066462864138240,"#HurricaneMaria has devastated Puerto Rico, destroying buildings leaving its more than 3.4M largely without power:",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
1347,914874102464135168,"Given the situation in Puerto Rico and lack of federal response, we will be donating ALL proceeds from our shop to Hurricane Maria relief.",rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
507,913418997479198722,RT @weatherdak: Puerto Rican Solar Farms Heavily Damaged By Maria. Imagery &amp; context &gt;&gt;&gt;,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
1015,912268008944394241,Caribbean – Hurricane Maria Causes Damaging Floods Haiti and Dominican Republic,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
126,913749682182074369,"For all deaths DURING #Maria the hurricane is responsible. For all who died &amp; will die after, #RacketeerMan .@POTUS &amp; his gov. are! #MURDER",injured_or_dead_people,hurricane_maria_2017,hurricane_maria_2017_dev
979,913379389047320576,Please join me in helping @chefjoseandres feed Puerto Rico if you can! RT and/or donate! @mariobatali @bourdain @andy @lzsundaypaper,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
944,912213975961559040,"Damaged sailboats sit washed ashore in the aftermath of Hurricane Maria in Fajardo, Puerto Rico, on September 21,2017 Ricardo Arduengo / AFP",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
682,912289670960164864,Maria Weakening Tropical Storm Warning Outer Banks North Carolina,caution_and_advice,hurricane_maria_2017,hurricane_maria_2017_test
1096,914257233080459265,Newark to hold major donation drive for Hurricane Maria victims,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
638,911766467342938114,"To my friends reading this, PR was destroyed by #HurricaneMaria most of us are fine. Were rebuilding and surviving. #PuertoRicoSeLevanta",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
90,913875083550105600,"Shout out 2 @Pitbull. Loved yr perform at #HitachiNEXT, but more for your extended help to #cancer patients in Puerto Rico. #HurricaneMaria",rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
1436,914648139461795840,RT @tom_geoghegan: Heartbreaking Lesley shows @aleemmaqbool @OLaceEvans her destroyed Puerto Rico home,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
571,910563817381392393,Hurricane #Maria Intermediate ADVISORY 18A issued.,caution_and_advice,hurricane_maria_2017,hurricane_maria_2017_dev
110,914819206037803009,Continued #PrayersforPuertoRico #FoxyXaily all profits this week to benefit #HurricaneMaria #Victims #UnitedForPuertoRico #UnitedWeStand,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_dev
477,912368845800841217,"Three million Americans. An entire de facto US state is living a post-apocalyptic nightmare - no water, food, electricity for 6 months.",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
1355,912042111192547335,So sad. Please help #HurricaneMaria #PuertoRicoStrong,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_test
78,913011546799984640,RT @Enquirer: Xavier volleyball collecting donations for Hurricane Maria survivors,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
8,912996244502597633,Retweeted The Associated Press (@AP): Scope of the damage in Puerto Rico in the aftermath of Hurricane Maria is,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
423,914591526470090753,Maybe because they were devasted by the hurricane which destroyed their island &amp; nearly all methods of transportation? ᾑ4,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
68,913052514068652033,RT @TheScientistLLC: Contact us if you have info on damage to labs &amp; research in Puerto Rico after Hurricane Maria.,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
1305,911615632063569920,My grandma in #PuertoRico is safe but according to a new report by @CBSNews her town was completely destroyed. #HurricaneMaria,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
1109,914944392397557762,@Bethenny love that you go above and beyond to help others that desperately need the help  via,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_test
169,913950571178143744,RT @scarlet_ibis54: Trump celebrates incredible death toll results in Puerto Rico  #HurricaneMaria,injured_or_dead_people,hurricane_maria_2017,hurricane_maria_2017_test
163,911564747123896320,RT @highlyanne: From yesterday: Structural Damage at Guajataca Dam Prompts Evacuations in Puerto Rico,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
29,912365372866744321,RT @NBCLA: Jennifer Lopez pledged to donate $1 million to help residents in Puerto Rico recover from Hurricane Maria.,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_dev
112,914220249213472770,RT @k5create: This is part of us America! Our people need our help!,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_test
594,913011165789167616,Mark Cuban Lends J.J. Barea Mavericks Plane For Puerto Rico Relief |   #SmartNews,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
877,912347033759035393,Things we should be focused on: Hurricane relief for American citizens in Puerto Rico &amp; US Virgin Islands. #Maria,caution_and_advice,hurricane_maria_2017,hurricane_maria_2017_test
121,914530370162495489,How You Can Help Animals in Puerto Rico Affected by Hurricane Maria - The Conscious Cat,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_dev
627,913813814122024961,"Visiting Puerto Rico after #HurricaneMaria. @USNationalGuard is assisting partners to help local residents. Always Ready, Always There!",rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_dev
455,912338791981027328,"But when the world needed Kanye West the most, he vanished. Hurricane Maria has passed and Trump ignoring the destruction in Puerto Rico.",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
620,911637887917215744,RT @readeologist: #SpeakUpForPuertoRico #HurricaneMaria has done so much damage. Hospitals are closed! They cant,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
515,910524917128552448,"#Maria has decimated Dominica. If you pray, please pray for Puerto Rico.  #MorningJoe #TuesdayThoughts",sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_test
1075,913112336227094529,#Amazon please waive your shipping fees so we can help families in Puerto Rico! #puertorico #amazon #hurricanemaria,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
667,910585550519898113,Our thoughts and prayers are with the whole Island as Hurricane Maria moves across Puerto Rico. @WyndhamGrandRM @SeePuertoRico @PRDayTrips,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_test
354,912301894403534848,"RT @socarolinesays: 2k! Thank you to everyone who contributed. going to Costco this week so if youre moved to donate, its not too late ht",rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_dev
1283,912367842380656642,RT @Shakestweetz: Some Puerto Rican mayors and representatives described the conditions in their communities as apocalyptic. .,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
1387,913417345699160064,Can you guys send in the troops? I heard we have something called helicopters that can drop supplies in remote areas. #PuertoRico,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
564,912385496252370945,@sondy @Robot_Insect Its one thing for citizens to express thoughts &amp; prayers. Congress has the power and responsibility to act. #PuertoRico #HurricaneMaria,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_test
421,912083828893655040,For every $10 you donate @Americares provides $200 in aid to #HurricaneMaria victims. Pls help our fellow American citizens in Puerto Rico.,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
1395,911959759422656513,RT @black____moses1: Hurricane Irma destroyed those islands now hurricane Maria bout to finish it up ὣ3ὣ3,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
634,914328613335351296,Feed the hungry I just dropped $50.00 So can you,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_dev
68,912135192332181504,RT @kami_rrod: please help my family in puerto rico recover from hurricane maria by donating or sharing!ὉEthank you!,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_dev
1397,913381877146439680,Hurricane Maria Relief - TROY TrojanVision News:  via @YouTube,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
1017,912421699462844416,@michaelhsweet pls send a prayer to the people of #viequesusa destroyed by Hurricane #Maria people without power food and water,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_test
161,912351961596473345,RT @RINCON_POP: @jlo Donating $1 Million to Aid Hurricane Victims in Puerto Rico  via @billboard,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_dev
3,912172452746190849,"RT @Skilling: Hurricane Maria destroyed the National Weather Services Doppler Radar in San Juan, PR.",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
188,910725274039390208,RT @LisaEvers: #PrayForPuertoRico Entire island now has no power after Hurricane Maria. Hundreds of homes damaged. @HOT97 @fox5ny,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
49,914252317427462144,RT @FortYoungHotel: Help out! Give to Fort Young Hotel Staff Hurricane Maria Relief . Raise funds on @generosity,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
826,911619985709158400,"RT @irinnews: New video: Hurricane #Maria damage near the stadium in Roseau, #Dominica, shot 21 September.",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
569,914275445897654274,"From 10 a.m. to 2 p.m. theyll be accepting emergency supplies like bottled water, diapers, and repellent. DETAILS:",caution_and_advice,hurricane_maria_2017,hurricane_maria_2017_dev
1139,911604954309304320,RT @Soca365: ATTENTION: Dominica was severely devastated by Hurricane Maria. Please join us by donating supplies listed below .,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
1172,912461519719460864,Here is how to help #puertorico since our IDIOT in chief wont.,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
1254,912432818013245441,DOMINICA – Death toll from Hurricane Maria could be as high as 72 | Caribbean News Service,injured_or_dead_people,hurricane_maria_2017,hurricane_maria_2017_test
816,914683298659618816,Marco Rubio: Response to Hurricane Maria slowed because Puerto Rico distribution infrastructure destroyed,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
303,910766792129294337,Centre of category 3 Hurricane #Maria passing to the east of the Dominican Republic. Heavy rains continue over Puerto Rico,caution_and_advice,hurricane_maria_2017,hurricane_maria_2017_test
683,911634328215543808,It’s about as large a scale damage as I have ever seen. #puertorico,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
275,913887759533780993,RT @nbcwashington: Members of Maryland National Guard going to Puerto Rico to purify water for residents affected by Hurricane Maria :,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_dev
48,914753160056594432,#DSTRDamage RT My aunt’s house got destroyed du,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
116,912368221529018368,US Navy rescues Hurricane Maria victims from Dominica via FOX NEWS #USCG #usarmy #usairforce #usnavy #usmarines #tricare,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_dev
804,910610787462373376,"Officials say the U.S. territory of Puerto Rico is 100 percent without power after Hurricane Marias landfal, ,",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
33,913116164934520832,RT @BiophysicalFrog: Many thanks to @dacolon for the information on how we can help!,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_dev
332,912402924575305729,"Devastation from Hurricane Maria continues to cripple Puerto Rico, with fears a damaged dam on the island may break",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
444,913570813512765440,Agriculture sector in Dominica destroyed by Hurricane Maria  #news,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
1208,910814766612058112,Vieques boardwalk (Malecón) in Esperanza! ὣ2 Destroyed! Hurricane Maria. Thank you to WAPA TV for being there! We need comms w/families!,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
1124,914583347279663104,@RedCross in Vega Alta #Puerto Rico providing VOIP communications for stricken areas #HurricaneMaria,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
80,914980813158207489,RT @NewScienceWrld: Stunning #NASA photos reveals how badly Hurricane Maria damaged Puerto Rico’s power grid  :,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
111,912272410702962688,After #HurricaneMaria: It is up to mainland leaders not to stint on aid for Puerto Rico and the US Virgin Islands,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
1170,911504753158262784,Please pray for my family. They are stranded in Puerto Rico with no food or power. They have small babies and are homeless now.,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_test
98,914526459087265792,New post: Puerto Rico: Hurricane Maria destroyed everything,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
129,910764413082324992,News Update Hurricane Maria ‘destroyed everything in its path’ after hitting Puerto Rico in the dead of night,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
1125,911670737198600193,"RT @JessieJo_89: If u cant b there 2help or cant donate $, do this instead! Map! w#hotosm-project-3633 #HurricaneMaria #PuertoRico :",rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
288,913211769614561280,Our thoughts and prayers go out to those coping with the aftermath of Hurricane Maria.,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_test
375,913797554080485376,Tell @SpeakerRyan and #Congress extend relief for #PuertoRico until the island recovers!  via @ColorOfChange #PR,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
368,913481454532866048,Stay up to date on the damage assessments from #Caribbean resorts as they release information:  #HurricaneMaria,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
128,913154750526435328,U.S. Customs and Border Protection agents are rescuing Hurricane Maria victims in Puerto Rico.  #rgv,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
651,912403360581595136,RT @bjorkianrice: Univision map offers up-to-date info about damage in Puerto Rico BLOOD IS ON THE HANDS OF THE GOPDT #THATGUY,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
371,910642789955727361,My homeland is Destroyed and 100% with no electricity. Really old electrical system. this is horrible,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
387,914119988373524482,"RT @sherrilee7: Imagine the worst storm ever and no cell phones, no water, no power, no roads. It’s just unfathomable. Horrible. /",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
605,913056914593984513,RT @mavsmoneyball: J.J. Barea teamed up with Mark Cuban to bring aid to Puerto Rico,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_dev
904,913020284277534725,"RT @JSEllenberg: 3 million Americans in the Hurricane Maria destruction zone are without electricity, maybe for months. Give here: :",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
344,913007871029280769,We have created this registry to help scientists and students in #PuertoRico affected by #HurricaneMaria. RT!,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
205,911925136365903872,RT @DominicaEurope: Satellite pics of damage in Dominica by Hurricane Maria Sept 2017,infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
154,913011423290195968,Hurricane Maria decimated Puerto Rico so Dylan Graves &amp; @wavesforwater are on their way with hundreds of water filtration systems to help.,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
917,913753360460894208,"Our thoughts are with our communities, as well as the nearly 5K associates weve supported thru The Homer Fund.",rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
460,913584180142989312,#HurricaneMaria survivors receive food and water.  #PuertoRicoRelief @jraedle @GettyImagesNews,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
308,912366497040928768,RT @Hamlet_Machine: Made some donations to Doctors Without Borders and Hurricane Maria ReliefὤFὉ5 I hope it helps those in need..,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_dev
690,913412828291354624,Bill’s Donuts is collecting items for the victims of Hurricane Maria in Puerto Rico until Oct. 3.,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_dev
1133,914554063781531649,Donated to hurricane Maria efforts. Will do so each time I want to say something about Trump. Worst president ever. #DonateAndDenounce,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
632,913455465287348225,RAF Aeromedical Rescue Team Sqn work w/ @RoyalNavy &amp; @kon_marine medics on vital #hurricanemaria #dominica medical ops. Truly inspirational.,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_dev
1414,912196979186388993,RT @telesurenglish: More fatalities: At least 35 people now known to have died as Hurricane Maria ripped through the Caribbean.,injured_or_dead_people,hurricane_maria_2017,hurricane_maria_2017_test
1160,914119946388606976,"Old San Juan Before Hurricane Maria, now no lights, electrical grid destroyed.",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
1303,910676703537762304,"@NAICobservatory, #PuertoRico’s radio #telescope, damaged by #HurricaneMaria. #Space",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
744,910642564071641088,"Puerto Rico Is Completely In The Dark After Hurricane Maria, According To Emergency Officials",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
562,912340578142162951,Hurricane Maria passed the DR on 21 Sept.; there were reports of local flooding and some damage in the north and east. (1/2),infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_test
446,914586150613917696,FEMA IS working hard to provide emergency services to ALL areas hit by Hurricane MARIA #Trump #Tucker #Hannity #Dobbs #Hannity #tucker,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_dev
772,913404124657590272,"CHHS Senior Policy Analyst Maria Bernadzikowski is deployed in Florida, helping out with Hurricane Irma recovery:",rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
721,911872826805817344,If you care about what has happened to the Caribbean please RT &amp; donate to the Dominican High Commision.,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
114,913798059573817344,@NayaRivera Creative action: pick a #volunteer and help them #promote their trip to help #rebuild #puertorico #hurricanemaria,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
233,911903740520747009,This is so horrible The people of Puerto Rico really need our help. #PrayForPuertoRico,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_test
36,911815710539628544,"RT @DrFunkySpoon: Post-storm satellite image of damaged Arecibo radio telescope in PR, from @planetlabs",infrastructure_and_utility_damage,hurricane_maria_2017,hurricane_maria_2017_dev
896,912384661237764098,"RT @jslipchi: For skeptics of Red Cross, heres a good list of places to donate for hurricane relief in PR:",rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
514,914187234617778178,"RT @LynneMarek: Orlando Bravo, who co-heads Chicago PE firm @thomabravo from CA, is gives $10 mln to aid his native #PuertoRico in wake of",rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
732,914603451329298432,"@akaginacaputo @askye @ChadPergram Hurricane Harvey: &gt;31,000 deployed. Irma: &gt;40,000 deployed. Maria: just over 10,000 deployed.",rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
1197,912998878735224832,Thanks to donors like ἞E἟8 @WFP can respond fast to #HurricaneMaria transporting 7 tons of high energy biscuits to affected areas in #Dominica,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_test
443,912251683002085377,Tropical storm warning in effect for Dare County ahead of Maria - WAVY-TV  #Storms #Weather #News,caution_and_advice,hurricane_maria_2017,hurricane_maria_2017_dev
561,912120015817715712,❤️἟5἟7❤️PUERTO RICO❣️WE ARE WITH YOU❣️ #PuertoRico HANG IN THERE❣️#MariaPR #HurricaneMaria #Support #USALove #Gas #GasLines ❤️἟5἟7❤️἟A἟8❤️,sympathy_and_support,hurricane_maria_2017,hurricane_maria_2017_test
424,914887339754782721,#HurricaneMaria left #PuertoRico devastated. @operationbless is on the ground providing relief. Pray for the people of Puerto Rico!,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_dev
704,913841007661387777,Places to donate for hurricane relief:,rescue_volunteering_or_donation_effort,hurricane_maria_2017,hurricane_maria_2017_dev
